Installation Postcode,Count - Technology
DT2 ,193
DT3 ,140
DT4 ,118
DT5 ,56
DT6 ,146
DT7 ,45
DT8 ,44
DT9 ,112
DY1 ,88
DY10 ,117
DY11 ,129
DY12 ,40
DY13 ,87
DY14 ,47
DY2 ,98
DY3 ,83
DY4 ,135
DY5 ,127
DY6 ,103
DY7 ,18
DY8 ,109
DY9 ,83
E1 ,22
E10 ,53
E11 ,64
E12 ,14
E13 ,29
E14 ,17
E15 ,24
E16 ,23
E17 ,128
E18 ,19
E1W ,1
E2 ,8
E20 ,3
E3 ,48
E4 ,123
E5 ,30
E6 ,38
E7 ,38
E8 ,18
E9 ,45
EC1N ,3
EC1Y ,1
EC2A ,1
EC2Y ,8
EC3M ,1
EH1 ,1
EH10 ,47
EH11 ,32
EH12 ,118
EH13 ,16
EH14 ,49
EH15 ,38
EH16 ,159
EH17 ,90
EH18 ,8
EH19 ,41
EH20 ,14
EH21 ,210
EH22 ,269
EH23 ,23
EH24 ,52
EH25 ,19
EH26 ,35
EH27 ,8
EH28 ,9
EH29 ,15
EH3 ,2
EH30 ,42
EH31 ,9
EH32 ,118
EH33 ,177
EH34 ,16
EH35 ,10
EH36 ,2
EH37 ,18
EH38 ,5
EH39 ,53
EH4 ,64
EH40 ,21
EH41 ,124
EH42 ,62
EH43 ,5
EH44 ,19
EH45 ,70
EH46 ,27
EH47 ,87
EH48 ,103
EH49 ,52
EH5 ,5
EH51 ,28
EH52 ,79
EH53 ,29
EH54 ,213
EH55 ,29
EH6 ,13
EH7 ,4
EH8 ,9
EH9 ,14
EN1 ,40
EN10 ,33
EN11 ,31
EN2 ,37
EN3 ,61
EN4 ,49
EN5 ,70
EN6 ,52
EN7 ,32
EN8 ,50
EN9 ,45
EX1 ,114
EX10 ,90
EX11 ,60
EX12 ,66
EX13 ,93
EX14 ,189
EX15 ,185
EX16 ,239
EX17 ,199
EX18 ,46
EX19 ,70
EX2 ,407
EX20 ,192
EX21 ,99
EX22 ,156
EX23 ,165
EX24 ,31
EX3 ,49
EX31 ,249
EX32 ,206
EX33 ,95
EX34 ,146
EX35 ,6
EX36 ,149
EX37 ,61
EX38 ,130
EX39 ,470
EX4 ,206
EX5 ,165
EX6 ,132
EX7 ,68
EX8 ,153
EX9 ,23
FK1 ,73
FK10 ,212
FK11 ,16
FK12 ,17
FK13 ,14
FK14 ,27
FK15 ,120
FK16 ,37
FK17 ,95
FK19 ,5
FK2 ,117
FK20 ,2
FK21 ,25
FK3 ,24
FK4 ,32
FK5 ,65
FK6 ,40
FK7 ,1506
FK8 ,353
FK9 ,309
FY1 ,37
FY2 ,53
FY3 ,49
FY4 ,82
FY5 ,118
FY6 ,80
FY7 ,76
FY8 ,71
G1 ,1
G11 ,1
G12 ,9
G13 ,24
G14 ,7
G15 ,12
G20 ,78
G21 ,18
G22 ,21
G23 ,27
G3 ,1
G31 ,134
G32 ,49
G33 ,100
G34 ,4
g4 ,5
G40 ,68
G41 ,12
G42 ,4
G43 ,7
G44 ,15
G45 ,6
G46 ,19
G5 ,2
G51 ,16
G52 ,21
G53 ,75
G60 ,6
g61 ,45
G62 ,21
G63 ,155
G64 ,43
G65 ,32
G66 ,70
G67 ,124
G68 ,56
G69 ,79
G71 ,49
G72 ,143
G73 ,50
G74 ,64
G75 ,91
G76 ,25
G77 ,37
G78 ,40
G81 ,53
G82 ,59
G83 ,85
G84 ,51
GL1 ,79
GL10 ,191
GL11 ,192
GL12 ,91
GL13 ,81
GL14 ,104
GL15 ,146
GL16 ,95
GL17 ,78
GL18 ,114
GL19 ,79
GL2 ,357
GL20 ,193
GL3 ,145
GL4 ,244
GL5 ,229
GL50 ,56
GL51 ,372
GL52 ,313
GL53 ,82
GL54 ,75
GL55 ,13
GL56 ,43
GL6 ,238
GL7 ,151
GL8 ,28
GL9 ,33
GU1 ,86
GU10 ,92
GU11 ,51
GU12 ,127
GU14 ,170
GU15 ,74
GU16 ,55
GU17 ,37
GU18 ,16
GU19 ,11
GU2 ,47
GU20 ,7
GU21 ,87
GU22 ,148
GU23 ,34
GU24 ,80
GU25 ,19
GU26 ,23
GU27 ,43
GU28 ,36
GU29 ,43
GU3 ,28
GU30 ,44
GU31 ,76
GU32 ,68
GU33 ,42
GU34 ,249
GU35 ,229
GU4 ,48
GU46 ,63
GU47 ,55
GU5 ,64
GU51 ,51
GU52 ,307
GU6 ,34
GU7 ,78
GU8 ,55
GU9 ,68
HA0 ,34
HA1 ,21
ha2 ,85
HA3 ,87
HA4 ,52
HA5 ,57
HA6 ,64
HA7 ,31
HA8 ,61
HA9 ,63
HD1 ,41
HD2 ,156
HD3 ,94
HD4 ,82
hd5 ,92
HD6 ,85
HD7 ,73
HD8 ,225
HD9 ,293
HG1 ,103
HG2 ,93
HG3 ,208
HG4 ,211
HG5 ,129
HP1 ,48
HP10 ,53
HP11 ,56
HP12 ,50
HP13 ,88
HP14 ,56
HP15 ,47
HP16 ,33
HP17 ,40
HP18 ,64
HP19 ,113
HP2 ,65
hp20 ,52
HP21 ,113
HP22 ,108
HP23 ,64
HP27 ,53
HP3 ,73
HP4 ,56
HP5 ,65
HP6 ,31
HP7 ,25
HP8 ,17
HP9 ,38
HR1 ,239
HR2 ,242
HR3 ,81
HR4 ,176
HR5 ,42
HR6 ,143
HR7 ,79
HR8 ,143
HR9 ,187
HS1 ,12
HS2 ,30
HS3 ,9
HS5 ,4
HS6 ,6
HS7 ,6
HS8 ,5
HS9 ,7
HU1 ,2
HU10 ,51
HU11 ,84
HU12 ,174
HU13 ,41
HU14 ,34
HU15 ,146
HU16 ,54
HU17 ,190
HU18 ,47
HU19 ,41
HU2 ,19
HU20 ,15
HU3 ,52
HU4 ,68
HU5 ,118
HU6 ,119
HU7 ,380
HU8 ,182
HU9 ,130
HX1 ,35
HX2 ,124
HX3 ,112
HX4 ,36
HX5 ,30
HX6 ,43
HX7 ,39
IG1 ,65
IG10 ,40
IG11 ,112
IG2 ,26
IG3 ,27
IG4 ,17
IG5 ,15
IG6 ,69
IG7 ,37
IG8 ,48
IG9 ,17
IP1 ,154
IP10 ,23
IP11 ,136
IP12 ,200
IP13 ,157
IP14 ,634
IP15 ,22
IP16 ,39
IP17 ,98
IP18 ,35
IP19 ,98
IP2 ,162
IP20 ,94
IP21 ,177
IP22 ,252
IP23 ,85
IP24 ,121
IP25 ,243
IP26 ,77
IP27 ,123
IP28 ,244
IP29 ,108
IP3 ,228
IP30 ,260
IP31 ,377
IP32 ,553
IP33 ,207
IP4 ,167
IP5 ,119
IP6 ,215
IP7 ,244
IP8 ,183
IP9 ,208
IV1 ,23
IV10 ,13
IV11 ,5
IV12 ,99
IV13 ,4
IV14 ,17
IV15 ,23
IV16 ,4
IV17 ,53
IV18 ,30
IV19 ,8
IV2 ,174
IV20 ,14
IV21 ,11
IV22 ,13
IV23 ,2
IV24 ,7
IV25 ,44
IV26 ,12
IV27 ,19
IV28 ,6
IV3 ,43
IV30 ,201
IV31 ,25
IV32 ,41
IV36 ,130
IV4 ,52
IV40 ,5
IV42 ,4
IV43 ,3
IV44 ,1
IV45 ,2
IV47 ,3
IV49 ,6
IV5 ,18
IV51 ,9
IV52 ,2
IV54 ,11
IV55 ,8
IV6 ,23
IV63 ,19
IV7 ,36
IV8 ,6
IV9 ,3
KA1 ,70
KA10 ,34
KA11 ,70
KA12 ,32
KA13 ,37
KA14 ,6
KA15 ,20
KA16 ,6
KA17 ,10
KA18 ,73
KA19 ,29
KA2 ,20
KA20 ,16
KA21 ,20
KA22 ,31
KA23 ,15
KA24 ,18
KA25 ,19
KA26 ,47
KA27 ,45
KA28 ,8
KA29 ,1
KA3 ,109
KA30 ,17
KA4 ,13
KA5 ,33
KA6 ,75
KA7 ,49
KA8 ,19
KA9 ,16
KT1 ,38
KT10 ,39
KT11 ,33
KT12 ,70
KT13 ,31
KT14 ,18
KT15 ,67
KT16 ,59
KT17 ,68
KT18 ,71
KT19 ,62
KT2 ,52
KT20 ,128
KT21 ,36
KT22 ,74
KT23 ,62
KT24 ,36
KT3 ,68
KT4 ,44
KT5 ,27
KT6 ,33
KT7 ,16
KT8 ,35
KT9 ,38
KW1 ,32
KW10 ,6
KW12 ,14
KW13 ,1
KW14 ,78
KW15 ,19
KW16 ,8
kw17 ,13
KW2 ,1
KW3 ,8
KW5 ,4
KW6 ,5
KW8 ,1
KW9 ,10
KY1 ,60
KY10 ,35
KY11 ,198
KY12 ,124
KY13 ,83
KY14 ,32
KY15 ,136
KY16 ,76
KY2 ,122
KY3 ,30
KY4 ,74
KY5 ,45
KY6 ,72
KY7 ,77
KY8 ,106
KY9 ,6
L1 ,6
L10 ,32
L11 ,65
L12 ,70
L13 ,51
L14 ,57
L15 ,26
L16 ,10
L17 ,42
L18 ,30
L19 ,208
L20 ,41
L21 ,57
L22 ,8
L23 ,45
L24 ,774
L25 ,94
L26 ,80
L27 ,44
L28 ,13
L3 ,4
L30 ,46
L31 ,61
L32 ,130
L33 ,93
L34 ,43
L35 ,179
L36 ,159
L37 ,68
L38 ,9
L39 ,242
L4 ,36
L40 ,148
L5 ,16
L6 ,29
L7 ,17
L8 ,22
L9 ,52
LA1 ,107
LA10 ,21
LA11 ,77
LA12 ,123
LA13 ,76
LA14 ,84
LA15 ,33
LA16 ,24
LA17 ,7
LA18 ,55
LA19 ,24
LA2 ,150
LA20 ,12
LA21 ,9
LA22 ,46
LA23 ,25
LA3 ,94
LA4 ,73
LA5 ,97
LA6 ,90
LA7 ,36
LA8 ,104
LA9 ,178
LD1 ,98
LD2 ,38
LD3 ,108
LD4 ,11
LD5 ,9
LD6 ,22
LD7 ,59
LD8 ,38
LE1 ,4
LE10 ,325
LE11 ,224
LE12 ,278
LE13 ,156
LE14 ,125
LE15 ,280
LE16 ,148
LE17 ,133
LE18 ,114
LE19 ,56
LE2 ,302
LE3 ,406
LE4 ,524
LE5 ,529
LE6 ,48
LE65 ,81
LE67 ,369
LE7 ,215
LE8 ,139
LE9 ,304
LL11 ,128
LL12 ,179
LL13 ,203
LL14 ,91
LL15 ,74
LL16 ,109
LL17 ,26
LL18 ,165
LL19 ,81
LL20 ,34
LL21 ,60
LL22 ,97
LL23 ,28
LL24 ,10
LL25 ,3
LL26 ,28
LL27 ,4
LL28 ,51
LL29 ,58
LL30 ,50
LL31 ,106
LL32 ,10
LL33 ,6
LL34 ,30
LL35 ,3
LL36 ,40
LL37 ,2
LL38 ,6
LL40 ,28
LL41 ,23
LL42 ,5
LL43 ,2
LL44 ,9
LL45 ,1
LL46 ,25
LL47 ,6
LL48 ,19
LL49 ,16
LL51 ,5
LL52 ,19
LL53 ,164
LL54 ,93
LL55 ,94
LL56 ,10
LL57 ,88
LL58 ,21
LL59 ,41
LL60 ,26
LL61 ,52
LL62 ,24
LL63 ,3
LL64 ,11
LL65 ,191
LL66 ,2
LL67 ,12
LL68 ,58
LL69 ,6
LL70 ,3
LL71 ,15
LL72 ,7
LL73 ,2
LL74 ,20
LL75 ,15
LL77 ,36
LL78 ,5
LN1 ,160
LN10 ,48
LN11 ,187
LN12 ,114
LN13 ,84
LN2 ,215
LN3 ,82
LN4 ,362
LN5 ,167
LN6 ,463
LN7 ,65
LN8 ,173
LN9 ,81
LS1 ,3
LS10 ,394
LS11 ,174
LS12 ,155
LS13 ,255
LS14 ,226
LS15 ,116
LS16 ,147
LS17 ,126
LS18 ,80
LS19 ,77
LS2 ,1
LS20 ,72
LS21 ,64
LS22 ,74
LS23 ,57
LS24 ,77
LS25 ,262
LS26 ,146
LS27 ,142
LS28 ,89
LS29 ,88
LS3 ,7
LS4 ,19
LS5 ,10
LS6 ,50
LS7 ,143
LS8 ,122
LS9 ,93
LU1 ,91
LU2 ,134
LU3 ,257
LU4 ,127
LU5 ,130
LU6 ,84
LU7 ,166
M1 ,4
M11 ,34
M12 ,88
M13 ,47
M14 ,139
M15 ,13
M16 ,64
M17 ,4
M18 ,35
M19 ,497
M20 ,756
M21 ,566
M22 ,98
M23 ,69
M24 ,121
M25 ,39
M26 ,93
M27 ,238
M28 ,257
M29 ,52
M3 ,2
M30 ,279
M31 ,35
M32 ,47
M33 ,90
M34 ,404
M35 ,31
M38 ,754
M4 ,9
M40 ,632
M41 ,71
M43 ,181
M44 ,225
M45 ,56
M46 ,77
M5 ,27
M50 ,4
M6 ,45
M7 ,39
M8 ,122
M9 ,466
ME1 ,59
ME10 ,168
ME11 ,11
ME12 ,186
ME13 ,101
ME14 ,131
ME15 ,231
ME16 ,148
ME17 ,127
ME18 ,25
ME19 ,123
ME2 ,118
ME20 ,70
ME3 ,155
ME4 ,42
ME5 ,156
ME6 ,34
ME7 ,94
ME8 ,118
ME9 ,101
MK1 ,5
MK10 ,141
MK11 ,92
MK12 ,35
MK13 ,65
MK14 ,107
MK15 ,36
MK16 ,99
MK17 ,87
MK18 ,158
MK19 ,69
MK2 ,64
MK3 ,112
MK4 ,111
MK40 ,40
MK41 ,176
MK42 ,159
MK43 ,161
MK44 ,77
MK45 ,241
MK46 ,39
MK5 ,52
MK6 ,72
MK7 ,59
MK8 ,78
MK9 ,5
ML1 ,130
ML10 ,28
ML11 ,208
ML12 ,58
ML2 ,88
ML3 ,114
ML4 ,44
ML5 ,106
ML6 ,119
ML7 ,27
ML8 ,95
ML9 ,59
N1 ,27
N10 ,19
N11 ,20
N12 ,17
N13 ,17
N14 ,27
N15 ,30
N16 ,40
N17 ,41
N18 ,22
N19 ,29
N1C ,4
N2 ,10
N20 ,35
N21 ,20
N22 ,21
N3 ,19
N4 ,18
N5 ,22
N6 ,24
N7 ,30
N8 ,24
N9 ,37
NE1 ,6
NE10 ,187
NE11 ,82
NE12 ,140
NE13 ,96
NE15 ,168
NE16 ,138
NE17 ,19
NE18 ,1
NE19 ,25
NE2 ,12
NE20 ,49
NE21 ,57
NE22 ,138
NE23 ,383
NE24 ,583
NE25 ,224
NE26 ,47
NE27 ,53
NE28 ,167
NE29 ,138
NE3 ,166
NE30 ,61
NE31 ,139
NE32 ,217
NE33 ,76
NE34 ,835
NE35 ,34
NE36 ,15
NE37 ,193
NE38 ,469
NE39 ,30
NE4 ,151
NE40 ,62
NE41 ,16
NE42 ,123
NE43 ,29
NE44 ,7
NE45 ,16
NE46 ,136
NE47 ,79
NE48 ,68
NE49 ,26
NE5 ,380
NE6 ,230
NE61 ,183
NE62 ,73
NE63 ,477
NE64 ,50
NE65 ,224
NE66 ,189
NE67 ,18
NE68 ,18
NE69 ,1
NE7 ,45
NE70 ,29
NE71 ,28
NE8 ,77
NE9 ,102
NG1 ,7
NG10 ,164
NG11 ,311
NG12 ,177
NG13 ,109
NG14 ,87
NG15 ,259
NG16 ,377
NG17 ,376
NG18 ,117
NG19 ,286
NG2 ,177
NG20 ,135
NG21 ,132
NG22 ,237
NG23 ,141
NG24 ,243
NG25 ,60
NG3 ,264
NG31 ,272
NG32 ,100
NG33 ,73
NG34 ,317
NG4 ,132
NG5 ,620
NG6 ,316
NG7 ,160
NG8 ,621
NG9 ,240
NN1 ,40
NN10 ,259
NN11 ,271
NN12 ,154
NN13 ,120
NN14 ,237
NN15 ,345
NN16 ,78
NN17 ,299
NN18 ,357
NN2 ,216
NN29 ,57
NN3 ,1200
NN4 ,513
NN5 ,463
NN6 ,169
NN7 ,125
NN8 ,319
NN9 ,192
NP10 ,87
NP11 ,121
NP12 ,118
NP13 ,62
NP15 ,55
NP16 ,179
NP18 ,103
NP19 ,206
NP20 ,188
NP22 ,45
NP23 ,98
NP24 ,3
NP25 ,134
NP26 ,147
NP4 ,148
NP44 ,206
NP7 ,191
NP8 ,54
NR1 ,101
NR10 ,199
NR11 ,197
NR12 ,240
NR13 ,312
NR14 ,237
NR15 ,166
NR16 ,102
NR17 ,154
NR18 ,206
NR19 ,132
NR2 ,61
NR20 ,180
NR21 ,156
NR22 ,3
NR23 ,14
NR24 ,37
NR25 ,69
NR26 ,63
NR27 ,81
NR28 ,189
NR29 ,216
NR3 ,194
NR30 ,122
NR31 ,291
NR32 ,272
NR33 ,300
NR34 ,213
NR35 ,92
NR4 ,163
NR5 ,208
NR6 ,207
NR7 ,227
NR8 ,150
NR9 ,237
NW1 ,27
NW10 ,59
NW11 ,7
NW2 ,51
NW3 ,20
NW4 ,20
NW5 ,32
NW6 ,27
NW7 ,54
NW8 ,4
NW9 ,57
OL1 ,51
OL10 ,90
OL11 ,113
OL12 ,128
OL13 ,63
OL14 ,42
OL15 ,36
OL16 ,108
OL2 ,120
OL3 ,35
OL4 ,116
OL5 ,132
OL6 ,432
OL7 ,215
OL8 ,91
OL9 ,143
OX1 ,39
OX10 ,139
OX11 ,164
OX12 ,119
OX13 ,42
OX14 ,191
OX15 ,100
OX16 ,170
OX17 ,94
OX18 ,94
OX2 ,94
OX20 ,24
OX25 ,50
OX26 ,176
OX27 ,92
OX28 ,75
OX29 ,127
OX3 ,149
OX33 ,44
OX39 ,35
OX4 ,235
OX44 ,36
OX49 ,10
OX5 ,108
OX7 ,103
OX9 ,39
PA1 ,18
PA10 ,7
PA11 ,6
PA12 ,6
PA13 ,4
PA14 ,44
PA15 ,16
PA16 ,41
PA17 ,8
PA18 ,14
PA19 ,16
PA2 ,126
PA20 ,6
PA21 ,12
PA22 ,2
PA23 ,44
PA24 ,4
PA25 ,3
PA27 ,8
PA28 ,44
PA29 ,18
PA3 ,49
PA30 ,8
PA31 ,38
PA32 ,8
PA33 ,8
PA34 ,55
PA35 ,15
PA37 ,27
PA38 ,9
PA4 ,53
PA41 ,1
PA42 ,4
PA43 ,2
PA48 ,1
PA5 ,38
PA6 ,16
PA60 ,1
PA61 ,1
PA65 ,1
PA66 ,1
PA67 ,1
PA7 ,10
PA71 ,3
PA72 ,4
PA75 ,12
PA77 ,1
PA8 ,48
PA80 ,2
PA9 ,6
PE1 ,1190
PE10 ,146
PE11 ,327
PE12 ,310
PE13 ,198
PE14 ,192
PE15 ,207
PE16 ,73
PE19 ,280
PE2 ,1120
PE20 ,236
PE21 ,863
PE22 ,384
PE23 ,62
PE24 ,112
